TIMESTAMP,POWER
20180101 01:00,0.689777562205681
20180101 02:00,0.675256140533882
20180101 03:00,0.664811332507115
20180101 04:00,0.721247444914144
20180101 05:00,0.84339402536412
20180101 06:00,0.853095491420524
20180101 07:00,0.54084294407615
20180101 08:00,0.882990400385692
20180101 09:00,0.948257687999996
20180101 10:00,0.898878441030704
20180101 11:00,0.940100287215041
20180101 12:00,0.917079189852743
20180101 13:00,0.878186024285301
20180101 14:00,0.777415890540203
20180101 15:00,0.778431553459892
20180101 16:00,0.663555850966873
20180101 17:00,0.704904740043926
20180101 18:00,0.634618771416942
20180101 19:00,0.658582787009502
20180101 20:00,0.519595740319607
20180101 21:00,0.574854657223479
20180101 22:00,0.66340365594004
20180101 23:00,0.622958266326489
20180102 00:00,0.53861826884049
