TIMESTAMP,FORECAST
2018-02-01 01:00:00,0.8496
2018-02-01 02:00:00,0.8637
2018-02-01 03:00:00,0.8194
2018-02-01 04:00:00,0.8053
2018-02-01 05:00:00,0.8152
2018-02-01 06:00:00,0.8317
2018-02-01 07:00:00,0.8405
2018-02-01 08:00:00,0.8053
2018-02-01 09:00:00,0.8139
2018-02-01 10:00:00,0.8394
2018-02-01 11:00:00,0.8742
2018-02-01 12:00:00,0.8887
2018-02-01 13:00:00,0.8946
2018-02-01 14:00:00,0.9247
2018-02-01 15:00:00,0.905
2018-02-01 16:00:00,0.8983
2018-02-01 17:00:00,0.8264
2018-02-01 18:00:00,0.6774
2018-02-01 19:00:00,0.4532
2018-02-01 20:00:00,0.5054
2018-02-01 21:00:00,0.5565
2018-02-01 22:00:00,0.6274
2018-02-01 23:00:00,0.6198
2018-02-02 00:00:00,0.5471
2018-02-02 01:00:00,0.5321
2018-02-02 02:00:00,0.5366
2018-02-02 03:00:00,0.4312
2018-02-02 04:00:00,0.498
2018-02-02 05:00:00,0.4533
2018-02-02 06:00:00,0.6581
2018-02-02 07:00:00,0.7248
2018-02-02 08:00:00,0.7801
2018-02-02 09:00:00,0.8092
2018-02-02 10:00:00,0.646
2018-02-02 11:00:00,0.5438
2018-02-02 12:00:00,0.5821
2018-02-02 13:00:00,0.5745
2018-02-02 14:00:00,0.4984
2018-02-02 15:00:00,0.4249
2018-02-02 16:00:00,0.4457
2018-02-02 17:00:00,0.3718
2018-02-02 18:00:00,0.3375
2018-02-02 19:00:00,0.3408
2018-02-02 20:00:00,0.2905
2018-02-02 21:00:00,0.1909
2018-02-02 22:00:00,0.2083
2018-02-02 23:00:00,0.1822
2018-02-03 00:00:00,0.1916
2018-02-03 01:00:00,0.1325
2018-02-03 02:00:00,0.0902
2018-02-03 03:00:00,0.0947
2018-02-03 04:00:00,0.1232
2018-02-03 05:00:00,0.1926
2018-02-03 06:00:00,0.1567
2018-02-03 07:00:00,0.1222
2018-02-03 08:00:00,0.1509
2018-02-03 09:00:00,0.1678
2018-02-03 10:00:00,0.1678
2018-02-03 11:00:00,0.1877
2018-02-03 12:00:00,0.2041
2018-02-03 13:00:00,0.2199
2018-02-03 14:00:00,0.2006
2018-02-03 15:00:00,0.1865
2018-02-03 16:00:00,0.1921
2018-02-03 17:00:00,0.2224
2018-02-03 18:00:00,0.3259
2018-02-03 19:00:00,0.3557
2018-02-03 20:00:00,0.4164
2018-02-03 21:00:00,0.5581
2018-02-03 22:00:00,0.5442
2018-02-03 23:00:00,0.5761
2018-02-04 00:00:00,0.6892
