TIMESTAMP,POWER
20180201 01:00,0.876350972805856
20180201 02:00,0.921514592772118
20180201 03:00,0.895379535821855
20180201 04:00,0.898016061823842
20180201 05:00,0.862974337007085
20180201 06:00,0.846178169022311
20180201 07:00,0.711014559154295
20180201 08:00,0.811831908763231
20180201 09:00,0.879699056320212
20180201 10:00,0.906301229435222
20180201 11:00,0.911032123324852
20180201 12:00,0.927168771647806
20180201 13:00,0.935807410763538
20180201 14:00,0.948222329994932
20180201 15:00,0.954585274727951
20180201 16:00,0.942345945410882
20180201 17:00,0.885764415273838
20180201 18:00,0.770833421990157
20180201 19:00,0.695107411217867
20180201 20:00,0.704617142096903
20180201 21:00,0.663764925852804
20180201 22:00,0.754264506173104
20180201 23:00,0.728340814350258
20180202 00:00,0.67533121904623
20180202 01:00,0.619174572266053
20180202 02:00,0.545197848648473
20180202 03:00,0.588602402549505
20180202 04:00,0.42854189519853
20180202 05:00,0.308094083987906
20180202 06:00,0.284664216155563
20180202 07:00,0.601625585488146
20180202 08:00,0.634374322001949
20180202 09:00,0.669818552655643
20180202 10:00,0.6900857680846
20180202 11:00,0.598411147351717
20180202 12:00,0.497461714410174
20180202 13:00,0.491045133055785
20180202 14:00,0.662049053229113
20180202 15:00,0.572109807644621
20180202 16:00,0.408017828718844
20180202 17:00,0.423474866326345
20180202 18:00,0.384426552488642
20180202 19:00,0.40937873477149
20180202 20:00,0.433594496363303
20180202 21:00,0.151904319093779
20180202 22:00,0.137349029174608
20180202 23:00,0.199695992293361
20180203 00:00,0.142887250740393
20180203 01:00,0.14088789955062
20180203 02:00,0.095596588784734
20180203 03:00,0.146641294373835
20180203 04:00,0.107338529502082
20180203 05:00,0.185275183735897
20180203 06:00,0.161213574374649
20180203 07:00,0.0572653549380018
20180203 08:00,0.0326245172639083
20180203 09:00,0.00654635034968523
20180203 10:00,0.0633485764242755
20180203 11:00,0.0671548864674035
20180203 12:00,0.0419014823913127
20180203 13:00,0.0334032649347651
20180203 14:00,0.132933883678798
20180203 15:00,0.118636420147184
20180203 16:00,0.162271785991712
20180203 17:00,0.168646794761249
20180203 18:00,0.146558151659989
20180203 19:00,0.295784641913825
20180203 20:00,0.388577027911154
20180203 21:00,0.49721427544419
20180203 22:00,0.479189909322299
20180203 23:00,0.635296172782552
20180204 00:00,0.592847174618546
20180204 01:00,0.62898876914581
20180204 02:00,0.550510907438685
20180204 03:00,0.503054919110138
20180204 04:00,0.538398768324548
20180204 05:00,0.475533285190092
20180204 06:00,0.62780303520185
20180204 07:00,0.528361858277451
20180204 08:00,0.390395144663496
20180204 09:00,0.393240545051566
20180204 10:00,0.468093719798321
20180204 11:00,0.422960382522295
20180204 12:00,0.385612766957123
20180204 13:00,0.333626159545172
20180204 14:00,0.426562772106949
20180204 15:00,0.274033215304526
20180204 16:00,0.190349379731777
20180204 17:00,0.173318885619353
20180204 18:00,0.209679182342142
20180204 19:00,0.0934968177705493
20180204 20:00,0.185304147162339
20180204 21:00,0.327831417994782
20180204 22:00,0.359014233718006
20180204 23:00,0.147335324174003
20180205 00:00,0.247529155690665
20180205 01:00,0.135555870036316
20180205 02:00,0.152273029468361
20180205 03:00,0.0836767782105877
20180205 04:00,0.0757182148549365
20180205 05:00,0.0796180760838742
20180205 06:00,0.0873834187638941
20180205 07:00,0.138987716188806
20180205 08:00,0.0847059935908672
20180205 09:00,0.0824576246464246
20180205 10:00,0.11957495828068
20180205 11:00,0.14402189512154
20180205 12:00,0.0538951196496082
20180205 13:00,0.0459245762882247
20180205 14:00,0.0332094972181061
20180205 15:00,0.0219718301537907
20180205 16:00,0.0276751178299007
20180205 17:00,0.0706719874735193
20180205 18:00,0.10969170966375
20180205 19:00,0.0790389326734274
20180205 20:00,0.0639233903557326
20180205 21:00,0.0427307713024887
20180205 22:00,0.0391055376279772
20180205 23:00,0.0197428659106518
20180206 00:00,0.0211615144286376
20180206 01:00,0.0410426337816802
20180206 02:00,0.0664294344379944
20180206 03:00,0.0744232613439526
20180206 04:00,0.109642067871889
20180206 05:00,0.0833654953966298
20180206 06:00,0.116292924635243
20180206 07:00,0.121640308675344
20180206 08:00,0.171639208942368
20180206 09:00,0.123778843843482
20180206 10:00,0.0735187295420945
20180206 11:00,0.0381899650324867
20180206 12:00,0.0108783240094626
20180206 13:00,0.0136948109927953
20180206 14:00,0.0793420125687627
20180206 15:00,0.0269008552975109
20180206 16:00,0.0221564058455545
20180206 17:00,0.0203697370441724
20180206 18:00,0.0220892736060266
20180206 19:00,0.0382431058754961
20180206 20:00,0.0467648302543947
20180206 21:00,0.11940668370871
20180206 22:00,0.217001965885401
20180206 23:00,0.245669164954029
20180207 00:00,0.325555099518327
