TIMESTAMP,FORECAST
2018-03-01 01:00:00,0.7083
2018-03-01 02:00:00,0.7083
2018-03-01 03:00:00,0.6839
2018-03-01 04:00:00,0.634
2018-03-01 05:00:00,0.5232
2018-03-01 06:00:00,0.5401
2018-03-01 07:00:00,0.5648
2018-03-01 08:00:00,0.5528
2018-03-01 09:00:00,0.6839
2018-03-01 10:00:00,0.7254
2018-03-01 11:00:00,0.7325
2018-03-01 12:00:00,0.7195
2018-03-01 13:00:00,0.71
2018-03-01 14:00:00,0.7112
2018-03-01 15:00:00,0.7305
2018-03-01 16:00:00,0.7254
2018-03-01 17:00:00,0.681
2018-03-01 18:00:00,0.6016
2018-03-01 19:00:00,0.6457
2018-03-01 20:00:00,0.6227
2018-03-01 21:00:00,0.6125
2018-03-01 22:00:00,0.5521
2018-03-01 23:00:00,0.5738
2018-03-02 00:00:00,0.5232
2018-03-02 01:00:00,0.5958
2018-03-02 02:00:00,0.4547
2018-03-02 03:00:00,0.4547
2018-03-02 04:00:00,0.4464
2018-03-02 05:00:00,0.4423
2018-03-02 06:00:00,0.5275
2018-03-02 07:00:00,0.5616
2018-03-02 08:00:00,0.5483
2018-03-02 09:00:00,0.5616
2018-03-02 10:00:00,0.7092
2018-03-02 11:00:00,0.6792
2018-03-02 12:00:00,0.6826
2018-03-02 13:00:00,0.634
2018-03-02 14:00:00,0.6932
2018-03-02 15:00:00,0.664
2018-03-02 16:00:00,0.5487
2018-03-02 17:00:00,0.4929
2018-03-02 18:00:00,0.4668
2018-03-02 19:00:00,0.4365
2018-03-02 20:00:00,0.6125
2018-03-02 21:00:00,0.6227
2018-03-02 22:00:00,0.6431
2018-03-02 23:00:00,0.5365
2018-03-03 00:00:00,0.5039
2018-03-03 01:00:00,0.5235
2018-03-03 02:00:00,0.4623
2018-03-03 03:00:00,0.4194
2018-03-03 04:00:00,0.4623
2018-03-03 05:00:00,0.5039
2018-03-03 06:00:00,0.5039
2018-03-03 07:00:00,0.5039
2018-03-03 08:00:00,0.4793
2018-03-03 09:00:00,0.4792
2018-03-03 10:00:00,0.387
2018-03-03 11:00:00,0.387
2018-03-03 12:00:00,0.5805
2018-03-03 13:00:00,0.6329
2018-03-03 14:00:00,0.615
2018-03-03 15:00:00,0.5688
2018-03-03 16:00:00,0.4942
2018-03-03 17:00:00,0.4623
2018-03-03 18:00:00,0.4623
2018-03-03 19:00:00,0.5039
2018-03-03 20:00:00,0.5601
2018-03-03 21:00:00,0.6547
2018-03-03 22:00:00,0.6658
2018-03-03 23:00:00,0.624
2018-03-04 00:00:00,0.6006
2018-03-04 01:00:00,0.7414
2018-03-04 02:00:00,0.7226
2018-03-04 03:00:00,0.7145
2018-03-04 04:00:00,0.6848
2018-03-04 05:00:00,0.6149
2018-03-04 06:00:00,0.5831
2018-03-04 07:00:00,0.6376
2018-03-04 08:00:00,0.674
2018-03-04 09:00:00,0.7219
2018-03-04 10:00:00,0.6848
2018-03-04 11:00:00,0.6658
2018-03-04 12:00:00,0.6376
2018-03-04 13:00:00,0.6006
2018-03-04 14:00:00,0.5601
2018-03-04 15:00:00,0.5185
2018-03-04 16:00:00,0.5185
2018-03-04 17:00:00,0.5805
2018-03-04 18:00:00,0.6039
2018-03-04 19:00:00,0.6102
2018-03-04 20:00:00,0.5921
2018-03-04 21:00:00,0.6039
2018-03-04 22:00:00,0.6214
2018-03-04 23:00:00,0.622
2018-03-05 00:00:00,0.6433
2018-03-05 01:00:00,0.6635
2018-03-05 02:00:00,0.6854
2018-03-05 03:00:00,0.7062
2018-03-05 04:00:00,0.7124
2018-03-05 05:00:00,0.7208
2018-03-05 06:00:00,0.7579
2018-03-05 07:00:00,0.7948
2018-03-05 08:00:00,0.8064
2018-03-05 09:00:00,0.8284
2018-03-05 10:00:00,0.9353
2018-03-05 11:00:00,0.872
2018-03-05 12:00:00,0.8251
2018-03-05 13:00:00,0.8093
2018-03-05 14:00:00,0.8303
2018-03-05 15:00:00,0.8292
2018-03-05 16:00:00,0.8454
2018-03-05 17:00:00,0.7741
2018-03-05 18:00:00,0.7177
2018-03-05 19:00:00,0.6547
2018-03-05 20:00:00,0.5642
2018-03-05 21:00:00,0.4494
2018-03-05 22:00:00,0.3396
2018-03-05 23:00:00,0.1577
2018-03-06 00:00:00,0.1207
2018-03-06 01:00:00,0.0848
2018-03-06 02:00:00,0.0287
2018-03-06 03:00:00,0.0444
2018-03-06 04:00:00,0.0546
2018-03-06 05:00:00,0.0544
2018-03-06 06:00:00,0.1359
2018-03-06 07:00:00,0.2257
2018-03-06 08:00:00,0.2193
2018-03-06 09:00:00,0.1969
2018-03-06 10:00:00,0.2086
2018-03-06 11:00:00,0.2257
2018-03-06 12:00:00,0.2245
2018-03-06 13:00:00,0.2614
2018-03-06 14:00:00,0.3202
2018-03-06 15:00:00,0.4024
2018-03-06 16:00:00,0.4942
2018-03-06 17:00:00,0.4942
2018-03-06 18:00:00,0.4487
2018-03-06 19:00:00,0.4928
2018-03-06 20:00:00,0.5312
2018-03-06 21:00:00,0.478
2018-03-06 22:00:00,0.456
2018-03-06 23:00:00,0.3887
2018-03-07 00:00:00,0.3587
2018-03-07 01:00:00,0.3594
2018-03-07 02:00:00,0.3515
2018-03-07 03:00:00,0.3404
2018-03-07 04:00:00,0.2948
2018-03-07 05:00:00,0.2948
2018-03-07 06:00:00,0.2948
2018-03-07 07:00:00,0.2948
2018-03-07 08:00:00,0.2358
2018-03-07 09:00:00,0.1388
2018-03-07 10:00:00,0.1039
2018-03-07 11:00:00,0.0737
2018-03-07 12:00:00,0.076
2018-03-07 13:00:00,0.0516
2018-03-07 14:00:00,0.0646
2018-03-07 15:00:00,0.081
2018-03-07 16:00:00,0.1309
2018-03-07 17:00:00,0.1004
2018-03-07 18:00:00,0.0924
2018-03-07 19:00:00,0.0753
2018-03-07 20:00:00,0.0762
2018-03-07 21:00:00,0.0646
2018-03-07 22:00:00,0.0543
2018-03-07 23:00:00,0.0606
2018-03-08 00:00:00,0.0674
2018-03-08 01:00:00,0.2093
2018-03-08 02:00:00,0.219
2018-03-08 03:00:00,0.2011
2018-03-08 04:00:00,0.2452
2018-03-08 05:00:00,0.2539
2018-03-08 06:00:00,0.2654
2018-03-08 07:00:00,0.2654
2018-03-08 08:00:00,0.3002
2018-03-08 09:00:00,0.3276
2018-03-08 10:00:00,0.3416
2018-03-08 11:00:00,0.1225
2018-03-08 12:00:00,0.1322
2018-03-08 13:00:00,0.2856
2018-03-08 14:00:00,0.186
2018-03-08 15:00:00,0.3095
2018-03-08 16:00:00,0.3136
2018-03-08 17:00:00,0.4226
2018-03-08 18:00:00,0.4708
2018-03-08 19:00:00,0.3261
2018-03-08 20:00:00,0.2929
2018-03-08 21:00:00,0.311
2018-03-08 22:00:00,0.1978
2018-03-08 23:00:00,0.169
2018-03-09 00:00:00,0.1469
2018-03-09 01:00:00,0.0573
2018-03-09 02:00:00,0.0323
2018-03-09 03:00:00,0.0556
2018-03-09 04:00:00,0.04
2018-03-09 05:00:00,0.0575
2018-03-09 06:00:00,0.0521
2018-03-09 07:00:00,0.0567
2018-03-09 08:00:00,0.0575
2018-03-09 09:00:00,0.049
2018-03-09 10:00:00,0.0263
2018-03-09 11:00:00,0.0402
2018-03-09 12:00:00,0.0448
2018-03-09 13:00:00,0.0556
2018-03-09 14:00:00,0.0516
2018-03-09 15:00:00,0.0554
2018-03-09 16:00:00,0.0999
2018-03-09 17:00:00,0.0962
2018-03-09 18:00:00,0.071
2018-03-09 19:00:00,0.0662
2018-03-09 20:00:00,0.0273
2018-03-09 21:00:00,0.0697
2018-03-09 22:00:00,0.1365
2018-03-09 23:00:00,0.2053
2018-03-10 00:00:00,0.3002
2018-03-10 01:00:00,0.2929
2018-03-10 02:00:00,0.2881
2018-03-10 03:00:00,0.2534
2018-03-10 04:00:00,0.2434
2018-03-10 05:00:00,0.2948
2018-03-10 06:00:00,0.3443
2018-03-10 07:00:00,0.404
2018-03-10 08:00:00,0.5483
2018-03-10 09:00:00,0.6331
2018-03-10 10:00:00,0.6214
2018-03-10 11:00:00,0.6433
2018-03-10 12:00:00,0.6214
2018-03-10 13:00:00,0.6529
2018-03-10 14:00:00,0.6529
2018-03-10 15:00:00,0.7154
2018-03-10 16:00:00,0.6431
2018-03-10 17:00:00,0.7001
2018-03-10 18:00:00,0.72
2018-03-10 19:00:00,0.7208
2018-03-10 20:00:00,0.7124
2018-03-10 21:00:00,0.6854
2018-03-10 22:00:00,0.6331
2018-03-10 23:00:00,0.6039
2018-03-11 00:00:00,0.53
2018-03-11 01:00:00,0.4487
2018-03-11 02:00:00,0.4487
2018-03-11 03:00:00,0.4239
2018-03-11 04:00:00,0.465
2018-03-11 05:00:00,0.4743
2018-03-11 06:00:00,0.4998
2018-03-11 07:00:00,0.5447
2018-03-11 08:00:00,0.5447
2018-03-11 09:00:00,0.5063
2018-03-11 10:00:00,0.5479
2018-03-11 11:00:00,0.4979
2018-03-11 12:00:00,0.427
2018-03-11 13:00:00,0.348
2018-03-11 14:00:00,0.2746
2018-03-11 15:00:00,0.235
2018-03-11 16:00:00,0.333
2018-03-11 17:00:00,0.4365
2018-03-11 18:00:00,0.6531
2018-03-11 19:00:00,0.8161
2018-03-11 20:00:00,0.7784
2018-03-11 21:00:00,0.7794
2018-03-11 22:00:00,0.7378
2018-03-11 23:00:00,0.7443
2018-03-12 00:00:00,0.7012
2018-03-12 01:00:00,0.694
2018-03-12 02:00:00,0.5898
2018-03-12 03:00:00,0.4543
2018-03-12 04:00:00,0.2474
2018-03-12 05:00:00,0.1346
2018-03-12 06:00:00,0.067
2018-03-12 07:00:00,0.0621
2018-03-12 08:00:00,0.0645
2018-03-12 09:00:00,0.0379
2018-03-12 10:00:00,0.0438
2018-03-12 11:00:00,0.0424
2018-03-12 12:00:00,0.0535
2018-03-12 13:00:00,0.0365
2018-03-12 14:00:00,0.024
2018-03-12 15:00:00,0.04
2018-03-12 16:00:00,0.0236
2018-03-12 17:00:00,0.0288
2018-03-12 18:00:00,0.0429
2018-03-12 19:00:00,0.0813
2018-03-12 20:00:00,0.0876
2018-03-12 21:00:00,0.0967
2018-03-12 22:00:00,0.1323
2018-03-12 23:00:00,0.2107
2018-03-13 00:00:00,0.2256
2018-03-13 01:00:00,0.296
2018-03-13 02:00:00,0.3278
2018-03-13 03:00:00,0.3416
2018-03-13 04:00:00,0.3609
2018-03-13 05:00:00,0.3376
2018-03-13 06:00:00,0.3429
2018-03-13 07:00:00,0.4188
2018-03-13 08:00:00,0.4372
2018-03-13 09:00:00,0.4188
2018-03-13 10:00:00,0.4224
2018-03-13 11:00:00,0.4207
2018-03-13 12:00:00,0.4087
2018-03-13 13:00:00,0.3996
2018-03-13 14:00:00,0.3859
2018-03-13 15:00:00,0.3465
2018-03-13 16:00:00,0.3245
2018-03-13 17:00:00,0.2899
2018-03-13 18:00:00,0.2952
2018-03-13 19:00:00,0.2798
2018-03-13 20:00:00,0.2567
2018-03-13 21:00:00,0.2355
2018-03-13 22:00:00,0.2123
2018-03-13 23:00:00,0.1837
2018-03-14 00:00:00,0.1518
2018-03-14 01:00:00,0.0765
2018-03-14 02:00:00,0.0503
2018-03-14 03:00:00,0.0347
2018-03-14 04:00:00,0.0461
2018-03-14 05:00:00,0.065
2018-03-14 06:00:00,0.0521
2018-03-14 07:00:00,0.0325
2018-03-14 08:00:00,0.0311
2018-03-14 09:00:00,0.028
2018-03-14 10:00:00,0.0358
2018-03-14 11:00:00,0.0189
2018-03-14 12:00:00,0.0398
2018-03-14 13:00:00,0.0662
2018-03-14 14:00:00,0.059
2018-03-14 15:00:00,0.0483
2018-03-14 16:00:00,0.0279
2018-03-14 17:00:00,0.0579
2018-03-14 18:00:00,0.1905
2018-03-14 19:00:00,0.3977
2018-03-14 20:00:00,0.313
2018-03-14 21:00:00,0.3404
2018-03-14 22:00:00,0.3515
2018-03-14 23:00:00,0.3254
2018-03-15 00:00:00,0.3772
2018-03-15 01:00:00,0.5046
2018-03-15 02:00:00,0.6102
2018-03-15 03:00:00,0.6433
2018-03-15 04:00:00,0.6433
2018-03-15 05:00:00,0.654
2018-03-15 06:00:00,0.6433
2018-03-15 07:00:00,0.6433
2018-03-15 08:00:00,0.7054
2018-03-15 09:00:00,0.7772
2018-03-15 10:00:00,0.8152
2018-03-15 11:00:00,0.7864
2018-03-15 12:00:00,0.8044
2018-03-15 13:00:00,0.8313
2018-03-15 14:00:00,0.82
2018-03-15 15:00:00,0.82
2018-03-15 16:00:00,0.8337
2018-03-15 17:00:00,0.82
2018-03-15 18:00:00,0.8095
2018-03-15 19:00:00,0.8095
2018-03-15 20:00:00,0.82
2018-03-15 21:00:00,0.8302
2018-03-15 22:00:00,0.8302
2018-03-15 23:00:00,0.8163
2018-03-16 00:00:00,0.8221
2018-03-16 01:00:00,0.8379
2018-03-16 02:00:00,0.8221
2018-03-16 03:00:00,0.8221
2018-03-16 04:00:00,0.8185
2018-03-16 05:00:00,0.8185
2018-03-16 06:00:00,0.8154
2018-03-16 07:00:00,0.7956
2018-03-16 08:00:00,0.8154
2018-03-16 09:00:00,0.8256
2018-03-16 10:00:00,0.8256
2018-03-16 11:00:00,0.8163
2018-03-16 12:00:00,0.8092
2018-03-16 13:00:00,0.815
2018-03-16 14:00:00,0.815
2018-03-16 15:00:00,0.8308
2018-03-16 16:00:00,0.8185
2018-03-16 17:00:00,0.8092
2018-03-16 18:00:00,0.7833
2018-03-16 19:00:00,0.7291
2018-03-16 20:00:00,0.6997
2018-03-16 21:00:00,0.6503
2018-03-16 22:00:00,0.6374
2018-03-16 23:00:00,0.705
2018-03-17 00:00:00,0.7197
2018-03-17 01:00:00,0.7129
2018-03-17 02:00:00,0.7129
2018-03-17 03:00:00,0.7092
2018-03-17 04:00:00,0.7092
2018-03-17 05:00:00,0.6855
2018-03-17 06:00:00,0.6906
2018-03-17 07:00:00,0.7149
2018-03-17 08:00:00,0.824
2018-03-17 09:00:00,0.8189
2018-03-17 10:00:00,0.8344
2018-03-17 11:00:00,0.8299
